Year,Month,Month-number,Data_Item,Value,Units
2003,July,7,Pork byproduct value,4.601037968,Cents per pound of retail equivalent
2003,August,8,Pork byproduct value,4.377419363,Cents per pound of retail equivalent
2003,September,9,Pork byproduct value,4.596106053,Cents per pound of retail equivalent
2003,October,10,Pork byproduct value,4.913037919,Cents per pound of retail equivalent
2003,November,11,Pork byproduct value,4.698279266,Cents per pound of retail equivalent
2003,December,12,Pork byproduct value,4.544862359,Cents per pound of retail equivalent
2004,January,1,Pork byproduct value,4.599083203,Cents per pound of retail equivalent
2004,February,2,Pork byproduct value,5.103837599,Cents per pound of retail equivalent
2004,March,3,Pork byproduct value,5.365991095,Cents per pound of retail equivalent
2004,April,4,Pork byproduct value,5.337549987,Cents per pound of retail equivalent
2004,May,5,Pork byproduct value,6.002101651,Cents per pound of retail equivalent
2004,June,6,Pork byproduct value,6.120159654,Cents per pound of retail equivalent
2004,July,7,Pork byproduct value,6.684824529,Cents per pound of retail equivalent
2004,August,8,Pork byproduct value,6.763835829,Cents per pound of retail equivalent
2004,September,9,Pork byproduct value,6.938596271,Cents per pound of retail equivalent
2004,October,10,Pork byproduct value,6.699257778,Cents per pound of retail equivalent
2004,November,11,Pork byproduct value,6.964954012,Cents per pound of retail equivalent
2004,December,12,Pork byproduct value,6.307311797,Cents per pound of retail equivalent
2005,January,1,Pork byproduct value,5.752216204,Cents per pound of retail equivalent
2005,February,2,Pork byproduct value,5.440360249,Cents per pound of retail equivalent
2005,March,3,Pork byproduct value,5.316290168,Cents per pound of retail equivalent
2005,April,4,Pork byproduct value,5.626441317,Cents per pound of retail equivalent
2005,May,5,Pork byproduct value,6.22128805,Cents per pound of retail equivalent
2005,June,6,Pork byproduct value,5.847946501,Cents per pound of retail equivalent
2005,July,7,Pork byproduct value,5.485896106,Cents per pound of retail equivalent
2005,August,8,Pork byproduct value,5.498204858,Cents per pound of retail equivalent
2005,September,9,Pork byproduct value,5.471364384,Cents per pound of retail equivalent
2005,October,10,Pork byproduct value,5.677828275,Cents per pound of retail equivalent
2005,November,11,Pork byproduct value,5.305301114,Cents per pound of retail equivalent
2005,December,12,Pork byproduct value,4.931963803,Cents per pound of retail equivalent
2006,January,1,Pork byproduct value,4.526634066,Cents per pound of retail equivalent
2006,February,2,Pork byproduct value,4.483698851,Cents per pound of retail equivalent
2006,March,3,Pork byproduct value,4.379772093,Cents per pound of retail equivalent
2006,April,4,Pork byproduct value,4.301823925,Cents per pound of retail equivalent
2006,May,5,Pork byproduct value,4.873034679,Cents per pound of retail equivalent
2006,June,6,Pork byproduct value,5.300506163,Cents per pound of retail equivalent
2006,July,7,Pork byproduct value,5.387756222,Cents per pound of retail equivalent
2006,August,8,Pork byproduct value,6.022995483,Cents per pound of retail equivalent
2006,September,9,Pork byproduct value,6.025630853,Cents per pound of retail equivalent
2006,October,10,Pork byproduct value,5.456521518,Cents per pound of retail equivalent
2006,November,11,Pork byproduct value,5.234516897,Cents per pound of retail equivalent
2006,December,12,Pork byproduct value,5.136973933,Cents per pound of retail equivalent
2007,January,1,Pork byproduct value,5.170545903,Cents per pound of retail equivalent
2007,February,2,Pork byproduct value,5.479851297,Cents per pound of retail equivalent
2007,March,3,Pork byproduct value,5.53965243,Cents per pound of retail equivalent
2007,April,4,Pork byproduct value,5.676663353,Cents per pound of retail equivalent
2007,May,5,Pork byproduct value,6.396758096,Cents per pound of retail equivalent
2007,June,6,Pork byproduct value,6.977780408,Cents per pound of retail equivalent
2007,July,7,Pork byproduct value,7.024334112,Cents per pound of retail equivalent
2007,August,8,Pork byproduct value,7.078035251,Cents per pound of retail equivalent
2007,September,9,Pork byproduct value,6.542629217,Cents per pound of retail equivalent
2007,October,10,Pork byproduct value,6.001941861,Cents per pound of retail equivalent
2007,November,11,Pork byproduct value,5.382400322,Cents per pound of retail equivalent
2007,December,12,Pork byproduct value,5.628442712,Cents per pound of retail equivalent
2008,January,1,Pork byproduct value,5.399991776,Cents per pound of retail equivalent
2008,February,2,Pork byproduct value,6.487101376,Cents per pound of retail equivalent
2008,March,3,Pork byproduct value,6.386708896,Cents per pound of retail equivalent
2008,April,4,Pork byproduct value,6.851841047,Cents per pound of retail equivalent
2008,May,5,Pork byproduct value,8.029991608,Cents per pound of retail equivalent
2008,June,6,Pork byproduct value,7.992666142,Cents per pound of retail equivalent
2008,July,7,Pork byproduct value,8.746369195,Cents per pound of retail equivalent
2008,August,8,Pork byproduct value,9.209097614,Cents per pound of retail equivalent
2008,September,9,Pork byproduct value,7.926136136,Cents per pound of retail equivalent
2008,October,10,Pork byproduct value,6.846179971,Cents per pound of retail equivalent
2008,November,11,Pork byproduct value,5.137090382,Cents per pound of retail equivalent
2008,December,12,Pork byproduct value,4.709149818,Cents per pound of retail equivalent
2009,January,1,Pork byproduct value,5.458370676,Cents per pound of retail equivalent
2009,February,2,Pork byproduct value,5.381478367,Cents per pound of retail equivalent
2009,March,3,Pork byproduct value,5.350716594,Cents per pound of retail equivalent
2009,April,4,Pork byproduct value,5.694868113,Cents per pound of retail equivalent
2009,May,5,Pork byproduct value,5.876605686,Cents per pound of retail equivalent
2009,June,6,Pork byproduct value,5.944701067,Cents per pound of retail equivalent
2009,July,7,Pork byproduct value,5.733747794,Cents per pound of retail equivalent
2009,August,8,Pork byproduct value,5.204106662,Cents per pound of retail equivalent
2009,September,9,Pork byproduct value,5.188040092,Cents per pound of retail equivalent
2009,October,10,Pork byproduct value,5.140362318,Cents per pound of retail equivalent
2009,November,11,Pork byproduct value,5.75479659,Cents per pound of retail equivalent
2009,December,12,Pork byproduct value,6.223230278,Cents per pound of retail equivalent
2010,January,1,Pork byproduct value,6.719470783,Cents per pound of retail equivalent
2010,February,2,Pork byproduct value,6.734907549,Cents per pound of retail equivalent
2010,March,3,Pork byproduct value,7.182661653,Cents per pound of retail equivalent
2010,April,4,Pork byproduct value,7.448624256,Cents per pound of retail equivalent
2010,May,5,Pork byproduct value,8.117890877,Cents per pound of retail equivalent
2010,June,6,Pork byproduct value,7.434415641,Cents per pound of retail equivalent
2010,July,7,Pork byproduct value,7.421745408,Cents per pound of retail equivalent
2010,August,8,Pork byproduct value,7.611373513,Cents per pound of retail equivalent
2010,September,9,Pork byproduct value,8.160075093,Cents per pound of retail equivalent
2010,October,10,Pork byproduct value,7.344255547,Cents per pound of retail equivalent
2010,November,11,Pork byproduct value,6.415254357,Cents per pound of retail equivalent
2010,December,12,Pork byproduct value,6.904440242,Cents per pound of retail equivalent
2011,January,1,Pork byproduct value,7.929760876,Cents per pound of retail equivalent
2011,February,2,Pork byproduct value,8.694923286,Cents per pound of retail equivalent
2011,March,3,Pork byproduct value,8.98852888,Cents per pound of retail equivalent
2011,April,4,Pork byproduct value,9.458954396,Cents per pound of retail equivalent
2011,May,5,Pork byproduct value,9.638558313,Cents per pound of retail equivalent
2011,June,6,Pork byproduct value,10.15622339,Cents per pound of retail equivalent
2011,July,7,Pork byproduct value,10.64553155,Cents per pound of retail equivalent
2011,August,8,Pork byproduct value,11.20219437,Cents per pound of retail equivalent
2011,September,9,Pork byproduct value,10.06472334,Cents per pound of retail equivalent
2011,October,10,Pork byproduct value,10.85982022,Cents per pound of retail equivalent
2011,November,11,Pork byproduct value,9.442519159,Cents per pound of retail equivalent
2011,December,12,Pork byproduct value,9.265692967,Cents per pound of retail equivalent
2012,January,1,Pork byproduct value,9.244191693,Cents per pound of retail equivalent
2012,February,2,Pork byproduct value,9.633004473,Cents per pound of retail equivalent
2012,March,3,Pork byproduct value,9.745293504,Cents per pound of retail equivalent
2012,April,4,Pork byproduct value,9.22455787,Cents per pound of retail equivalent
2012,May,5,Pork byproduct value,9.312531999,Cents per pound of retail equivalent
2012,June,6,Pork byproduct value,10.07631492,Cents per pound of retail equivalent
2012,July,7,Pork byproduct value,10.40402819,Cents per pound of retail equivalent
2012,August,8,Pork byproduct value,9.537817745,Cents per pound of retail equivalent
2012,September,9,Pork byproduct value,7.967810195,Cents per pound of retail equivalent
2012,October,10,Pork byproduct value,9.173039065,Cents per pound of retail equivalent
2012,November,11,Pork byproduct value,9.436813279,Cents per pound of retail equivalent
2012,December,12,Pork byproduct value,9.301700939,Cents per pound of retail equivalent
2013,January,1,Pork byproduct value,9.346046334,Cents per pound of retail equivalent
2013,February,2,Pork byproduct value,8.978062752,Cents per pound of retail equivalent
2013,March,3,Pork byproduct value,8.192783178,Cents per pound of retail equivalent
2013,April,4,Pork byproduct value,8.726306187,Cents per pound of retail equivalent
2013,May,5,Pork byproduct value,9.624095124,Cents per pound of retail equivalent
2013,June,6,Pork byproduct value,10.51175177,Cents per pound of retail equivalent
2013,July,7,Pork byproduct value,10.91544246,Cents per pound of retail equivalent
2013,August,8,Pork byproduct value,11.03323919,Cents per pound of retail equivalent
2013,September,9,Pork byproduct value,11.0492996,Cents per pound of retail equivalent
2013,October,10,Pork byproduct value,9.587371545,Cents per pound of retail equivalent
2013,November,11,Pork byproduct value,9.376862001,Cents per pound of retail equivalent
2013,December,12,Pork byproduct value,9.033287171,Cents per pound of retail equivalent
2014,January,1,Pork byproduct value,8.487483769,Cents per pound of retail equivalent
2014,February,2,Pork byproduct value,8.647252667,Cents per pound of retail equivalent
2014,March,3,Pork byproduct value,11.07581867,Cents per pound of retail equivalent
2014,April,4,Pork byproduct value,12.2103592,Cents per pound of retail equivalent
2014,May,5,Pork byproduct value,11.8092021,Cents per pound of retail equivalent
2014,June,6,Pork byproduct value,11.51870744,Cents per pound of retail equivalent
2014,July,7,Pork byproduct value,11.50205875,Cents per pound of retail equivalent
2014,August,8,Pork byproduct value,10.8382629,Cents per pound of retail equivalent
2014,September,9,Pork byproduct value,10.31133907,Cents per pound of retail equivalent
2014,October,10,Pork byproduct value,9.986123428,Cents per pound of retail equivalent
2014,November,11,Pork byproduct value,9.341668207,Cents per pound of retail equivalent
2014,December,12,Pork byproduct value,8.990530983,Cents per pound of retail equivalent
2015,January,1,Pork byproduct value,7.644174414,Cents per pound of retail equivalent
2015,February,2,Pork byproduct value,6.439046041,Cents per pound of retail equivalent
2015,March,3,Pork byproduct value,6.285566953,Cents per pound of retail equivalent
2015,April,4,Pork byproduct value,6.16195646,Cents per pound of retail equivalent
2015,May,5,Pork byproduct value,7.35868138,Cents per pound of retail equivalent
2015,June,6,Pork byproduct value,7.418807985,Cents per pound of retail equivalent
2015,July,7,Pork byproduct value,7.361300722,Cents per pound of retail equivalent
2015,August,8,Pork byproduct value,6.565660604,Cents per pound of retail equivalent
2015,September,9,Pork byproduct value,5.927285723,Cents per pound of retail equivalent
2015,October,10,Pork byproduct value,6.440087724,Cents per pound of retail equivalent
2015,November,11,Pork byproduct value,5.623047296,Cents per pound of retail equivalent
2015,December,12,Pork byproduct value,5.218648681,Cents per pound of retail equivalent
2016,January,1,Pork byproduct value,5.016963611,Cents per pound of retail equivalent
2016,February,2,Pork byproduct value,5.752373958,Cents per pound of retail equivalent
2016,March,3,Pork byproduct value,6.047341486,Cents per pound of retail equivalent
2016,April,4,Pork byproduct value,6.595801405,Cents per pound of retail equivalent
2016,May,5,Pork byproduct value,7.184666114,Cents per pound of retail equivalent
2016,June,6,Pork byproduct value,7.645342475,Cents per pound of retail equivalent
2016,July,7,Pork byproduct value,7.110455528,Cents per pound of retail equivalent
2016,August,8,Pork byproduct value,6.822985905,Cents per pound of retail equivalent
